,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number
6681,mp-1212660,-1.0318859904166666,1.9902,GaCuBr4,0.0,"['Br', 'Cu', 'Ga']","# generated using pymatgen
data_GaCuBr4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.92934800
_cell_length_b   5.92934800
_cell_length_c   10.87135400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaCuBr4
_chemical_formula_sum   'Ga2 Cu2 Br8'
_cell_volume   382.20601576
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.00000000  0.50000000  0.25000000  1
  Ga  Ga1  1  0.50000000  0.00000000  0.75000000  1
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu3  1  0.00000000  0.00000000  0.50000000  1
  Br  Br4  1  0.22852100  0.26451800  0.12351400  1
  Br  Br5  1  0.77147900  0.73548300  0.12351400  1
  Br  Br6  1  0.26451800  0.77147900  0.87648600  1
  Br  Br7  1  0.77147900  0.26451800  0.37648600  1
  Br  Br8  1  0.73548300  0.22852100  0.87648600  1
  Br  Br9  1  0.22852100  0.73548300  0.37648600  1
  Br  Br10  1  0.73548300  0.77147900  0.62351400  1
  Br  Br11  1  0.26451800  0.22852100  0.62351400  1
",112
36305,mp-20370,-1.7128808908333335,0.0,UCuPO,0.0376596562499997,"['Cu', 'O', 'P', 'U']","# generated using pymatgen
data_UCuPO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.75231600
_cell_length_b   3.75231600
_cell_length_c   8.28013700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UCuPO
_chemical_formula_sum   'U2 Cu2 P2 O2'
_cell_volume   116.58329696
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  0.00000000  0.50000000  0.33665100  1
  U  U1  1  0.50000000  0.00000000  0.66334900  1
  Cu  Cu2  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu3  1  0.50000000  0.50000000  0.00000000  1
  P  P4  1  0.50000000  0.00000000  0.17736100  1
  P  P5  1  0.00000000  0.50000000  0.82263900  1
  O  O6  1  0.50000000  0.50000000  0.50000000  1
  O  O7  1  0.00000000  0.00000000  0.50000000  1
",129
28644,mp-1188030,-0.0724896525000007,0.0,Zr3Cd,0.0157523699999995,"['Cd', 'Zr']","# generated using pymatgen
data_Zr3Cd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.54827996
_cell_length_b   5.54827996
_cell_length_c   5.54827996
_cell_angle_alpha   132.98291620
_cell_angle_beta   132.98291620
_cell_angle_gamma   68.68097816
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zr3Cd
_chemical_formula_sum   'Zr3 Cd1'
_cell_volume   89.75412577
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.75000000  0.25000000  0.50000000  1
  Zr  Zr1  1  0.25000000  0.75000000  0.50000000  1
  Zr  Zr2  1  0.50000000  0.50000000  0.00000000  1
  Cd  Cd3  1  0.00000000  0.00000000  0.00000000  1
",139
603,mp-510574,-0.3753038549999994,0.0,USb2Au,0.0,"['Au', 'Sb', 'U']","# generated using pymatgen
data_USb2Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.41374700
_cell_length_b   4.41374700
_cell_length_c   9.89038800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   USb2Au
_chemical_formula_sum   'U2 Sb4 Au2'
_cell_volume   192.67625661
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  0.50000000  0.00000000  0.24520200  1
  U  U1  1  0.00000000  0.50000000  0.75479800  1
  Sb  Sb2  1  0.50000000  0.00000000  0.69631700  1
  Sb  Sb3  1  0.00000000  0.50000000  0.30368300  1
  Sb  Sb4  1  0.00000000  0.00000000  0.00000000  1
  Sb  Sb5  1  0.50000000  0.50000000  0.00000000  1
  Au  Au6  1  0.00000000  0.00000000  0.50000000  1
  Au  Au7  1  0.50000000  0.50000000  0.50000000  1
",129
32763,mp-1226628,-0.2063419276436775,0.0,CeMnAl,0.0257387890229887,"['Al', 'Ce', 'Mn']","# generated using pymatgen
data_CeMnAl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41634773
_cell_length_b   5.51178705
_cell_length_c   5.47737358
_cell_angle_alpha   90.00000000
_cell_angle_beta   59.62658636
_cell_angle_gamma   120.58461699
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeMnAl
_chemical_formula_sum   'Ce2 Mn2 Al2'
_cell_volume   113.93107015
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.22179800  0.11089900  0.13910100  1
  Ce  Ce1  1  0.77820200  0.88910100  0.86089900  1
  Mn  Mn2  1  0.50000000  0.00000000  0.50000000  1
  Mn  Mn3  1  0.50000000  0.50000000  0.50000000  1
  Al  Al4  1  0.00000000  0.50000000  0.00000000  1
  Al  Al5  1  0.00000000  0.50000000  0.50000000  1
",74
28694,mp-1217467,0.0154490900000006,0.0,TbLu,0.0154490900000006,"['Lu', 'Tb']","# generated using pymatgen
data_TbLu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.56207127
_cell_length_b   3.56207127
_cell_length_c   5.66781800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99998645
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbLu
_chemical_formula_sum   'Tb1 Lu1'
_cell_volume   62.28045783
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.00000000  0.00000000  0.50000000  1
  Lu  Lu1  1  0.33333300  0.66666700  0.00000000  1
",187
5701,mp-1222856,-0.8978760299999997,0.0,LaGe2PdRh,0.0,"['Ge', 'La', 'Pd', 'Rh']","# generated using pymatgen
data_LaGe2PdRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.32522900
_cell_length_b   4.32522900
_cell_length_c   10.36407300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaGe2PdRh
_chemical_formula_sum   'La2 Ge4 Pd2 Rh2'
_cell_volume   193.88699323
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.50000000  0.25338000  1
  La  La1  1  0.50000000  0.00000000  0.74662000  1
  Ge  Ge2  1  0.00000000  0.00000000  0.50000000  1
  Ge  Ge3  1  0.50000000  0.50000000  0.50000000  1
  Ge  Ge4  1  0.00000000  0.50000000  0.87606900  1
  Ge  Ge5  1  0.50000000  0.00000000  0.12393100  1
  Pd  Pd6  1  0.00000000  0.50000000  0.63279400  1
  Pd  Pd7  1  0.50000000  0.00000000  0.36720600  1
  Rh  Rh8  1  0.00000000  0.00000000  0.00000000  1
  Rh  Rh9  1  0.50000000  0.50000000  0.00000000  1
",129
7413,mp-7108,-1.000121281333334,0.0,Tm(SiPt)2,0.0,"['Pt', 'Si', 'Tm']","# generated using pymatgen
data_Tm(SiPt)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.72034457
_cell_length_b   5.72034457
_cell_length_c   5.72034457
_cell_angle_alpha   137.14048015
_cell_angle_beta   137.14048015
_cell_angle_gamma   62.22197698
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm(SiPt)2
_chemical_formula_sum   'Tm1 Si2 Pt2'
_cell_volume   85.57134237
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.00000000  0.00000000  0.00000000  1
  Si  Si1  1  0.61726400  0.61726400  0.00000000  1
  Si  Si2  1  0.38273600  0.38273600  0.00000000  1
  Pt  Pt3  1  0.75000000  0.25000000  0.50000000  1
  Pt  Pt4  1  0.25000000  0.75000000  0.50000000  1
",139
14820,mp-3104,-1.4247567975000006,1.0042,BaZrN2,0.0,"['Ba', 'Zr', 'N']","# generated using pymatgen
data_BaZrN2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.20427800
_cell_length_b   4.20427800
_cell_length_c   8.48690000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaZrN2
_chemical_formula_sum   'Ba2 Zr2 N4'
_cell_volume   150.01404977
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00000000  0.50000000  0.15258300  1
  Ba  Ba1  1  0.50000000  0.00000000  0.84741700  1
  Zr  Zr2  1  0.50000000  0.00000000  0.41286200  1
  Zr  Zr3  1  0.00000000  0.50000000  0.58713800  1
  N  N4  1  0.00000000  0.50000000  0.82451200  1
  N  N5  1  0.50000000  0.00000000  0.17548800  1
  N  N6  1  0.00000000  0.00000000  0.50000000  1
  N  N7  1  0.50000000  0.50000000  0.50000000  1
",129
32058,mp-1105431,-1.9138500977758632,0.0,Mn7PbO12,0.0254489233437453,"['Mn', 'O', 'Pb']","# generated using pymatgen
data_Mn7PbO12
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.55520609
_cell_length_b   6.55520609
_cell_length_c   6.55520609
_cell_angle_alpha   109.47122063
_cell_angle_beta   109.47122063
_cell_angle_gamma   109.47122063
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn7PbO12
_chemical_formula_sum   'Mn7 Pb1 O12'
_cell_volume   216.83888192
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  0.00000000  0.50000000  1
  Mn  Mn1  1  0.00000000  0.50000000  0.50000000  1
  Mn  Mn2  1  0.50000000  0.50000000  0.00000000  1
  Mn  Mn3  1  0.00000000  0.00000000  0.50000000  1
  Mn  Mn4  1  0.50000000  0.00000000  0.00000000  1
  Mn  Mn5  1  0.00000000  0.50000000  0.00000000  1
  Mn  Mn6  1  0.50000000  0.50000000  0.50000000  1
  Pb  Pb7  1  0.00000000  0.00000000  0.00000000  1
  O  O8  1  0.18158200  0.86878000  0.68719700  1
  O  O9  1  0.81841800  0.13122000  0.31280300  1
  O  O10  1  0.81841800  0.50561500  0.68719700  1
  O  O11  1  0.18158200  0.49438500  0.31280300  1
  O  O12  1  0.86878000  0.68719700  0.18158200  1
  O  O13  1  0.13122000  0.31280300  0.81841800  1
  O  O14  1  0.50561500  0.68719700  0.81841800  1
  O  O15  1  0.49438500  0.31280300  0.18158200  1
  O  O16  1  0.68719700  0.18158200  0.86878000  1
  O  O17  1  0.31280300  0.81841800  0.13122000  1
  O  O18  1  0.68719700  0.81841800  0.50561500  1
  O  O19  1  0.31280300  0.18158200  0.49438500  1
",204
26306,mp-20056,-2.1301894759999995,3.0007,MgPb2WO6,0.0103630842500006,"['Mg', 'O', 'Pb', 'W']","# generated using pymatgen
data_MgPb2WO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.71706298
_cell_length_b   5.71706298
_cell_length_c   5.71706298
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgPb2WO6
_chemical_formula_sum   'Mg1 Pb2 W1 O6'
_cell_volume   132.13075943
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.50000000  0.50000000  0.50000000  1
  Pb  Pb1  1  0.75000000  0.75000000  0.75000000  1
  Pb  Pb2  1  0.25000000  0.25000000  0.25000000  1
  W  W3  1  0.00000000  0.00000000  0.00000000  1
  O  O4  1  0.75831100  0.24168900  0.75831100  1
  O  O5  1  0.24168900  0.24168900  0.75831100  1
  O  O6  1  0.75831100  0.75831100  0.24168900  1
  O  O7  1  0.75831100  0.24168900  0.24168900  1
  O  O8  1  0.24168900  0.75831100  0.24168900  1
  O  O9  1  0.24168900  0.75831100  0.75831100  1
",225
25368,mp-557964,-1.1737234672596153,2.4444,Li9S3N,0.0078954507692312,"['Li', 'N', 'S']","# generated using pymatgen
data_Li9S3N
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.51606600
_cell_length_b   5.51606600
_cell_length_c   5.51606600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li9S3N
_chemical_formula_sum   'Li9 S3 N1'
_cell_volume   167.83725257
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.78240700  0.21759300  0.78240700  1
  Li  Li1  1  0.21759300  0.21759300  0.21759300  1
  Li  Li2  1  0.78240700  0.78240700  0.78240700  1
  Li  Li3  1  0.21759300  0.78240700  0.21759300  1
  Li  Li4  1  0.78240700  0.21759300  0.21759300  1
  Li  Li5  1  0.78240700  0.78240700  0.21759300  1
  Li  Li6  1  0.50000000  0.50000000  0.50000000  1
  Li  Li7  1  0.21759300  0.78240700  0.78240700  1
  Li  Li8  1  0.21759300  0.21759300  0.78240700  1
  S  S9  1  0.50000000  0.50000000  0.00000000  1
  S  S10  1  0.00000000  0.50000000  0.50000000  1
  S  S11  1  0.50000000  0.00000000  0.50000000  1
  N  N12  1  0.00000000  0.00000000  0.00000000  1
",221
29133,mp-1187591,-1.6051268409999992,0.0,Ti3N2,0.0163365849999994,"['N', 'Ti']","# generated using pymatgen
data_Ti3N2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.67939287
_cell_length_b   5.67939287
_cell_length_c   5.67939291
_cell_angle_alpha   54.46489896
_cell_angle_beta   54.46489896
_cell_angle_gamma   54.46489614
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti3N2
_chemical_formula_sum   'Ti6 N4'
_cell_volume   112.81817823
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.57305000  0.92695000  0.25000000  1
  Ti  Ti1  1  0.25000000  0.57305000  0.92695000  1
  Ti  Ti2  1  0.92695000  0.25000000  0.57305000  1
  Ti  Ti3  1  0.07305000  0.75000000  0.42695000  1
  Ti  Ti4  1  0.75000000  0.42695000  0.07305000  1
  Ti  Ti5  1  0.42695000  0.07305000  0.75000000  1
  N  N6  1  0.84059500  0.84059500  0.84059500  1
  N  N7  1  0.65940500  0.65940500  0.65940500  1
  N  N8  1  0.34059500  0.34059500  0.34059500  1
  N  N9  1  0.15940500  0.15940500  0.15940500  1
",167
15452,mp-865858,-0.3870920199999998,0.0,PaAu3,0.0,"['Pa', 'Au']","# generated using pymatgen
data_PaAu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.90872820
_cell_length_b   4.90872820
_cell_length_c   4.90872820
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PaAu3
_chemical_formula_sum   'Pa1 Au3'
_cell_volume   83.63575079
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pa  Pa0  1  0.00000000  0.00000000  0.00000000  1
  Au  Au1  1  0.25000000  0.25000000  0.25000000  1
  Au  Au2  1  0.75000000  0.75000000  0.75000000  1
  Au  Au3  1  0.50000000  0.50000000  0.50000000  1
",225
26123,mp-1205419,-1.379020409708334,0.8722000000000003,SrSnS3,0.0101398184999998,"['S', 'Sn', 'Sr']","# generated using pymatgen
data_SrSnS3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.90628600
_cell_length_b   8.40866700
_cell_length_c   14.23908600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrSnS3
_chemical_formula_sum   'Sr4 Sn4 S12'
_cell_volume   467.70639065
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.25000000  0.93230100  0.17530800  1
  Sr  Sr1  1  0.75000000  0.06769900  0.82469200  1
  Sr  Sr2  1  0.75000000  0.56769900  0.67530800  1
  Sr  Sr3  1  0.25000000  0.43230100  0.32469200  1
  Sn  Sn4  1  0.25000000  0.66897700  0.94249500  1
  Sn  Sn5  1  0.75000000  0.33102300  0.05750500  1
  Sn  Sn6  1  0.75000000  0.83102300  0.44249500  1
  Sn  Sn7  1  0.25000000  0.16897700  0.55750500  1
  S  S8  1  0.25000000  0.52927500  0.10526800  1
  S  S9  1  0.75000000  0.47072500  0.89473200  1
  S  S10  1  0.75000000  0.97072500  0.60526800  1
  S  S11  1  0.25000000  0.02927500  0.39473200  1
  S  S12  1  0.25000000  0.65361100  0.50533600  1
  S  S13  1  0.75000000  0.34638900  0.49466400  1
  S  S14  1  0.75000000  0.84638900  0.00533600  1
  S  S15  1  0.25000000  0.15361100  0.99466400  1
  S  S16  1  0.25000000  0.78998500  0.78481300  1
  S  S17  1  0.75000000  0.21001500  0.21518700  1
  S  S18  1  0.75000000  0.71001500  0.28481300  1
  S  S19  1  0.25000000  0.28998500  0.71518700  1
",62
41108,mp-1174089,-1.8626729965373563,0.0,Li5Mn(CoO4)2,0.0608129165624999,"['Co', 'Li', 'Mn', 'O']","# generated using pymatgen
data_Li5Mn(CoO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.95334100
_cell_length_b   5.11978942
_cell_length_c   5.90683803
_cell_angle_alpha   107.33776342
_cell_angle_beta   89.53348752
_cell_angle_gamma   100.28128193
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li5Mn(CoO4)2
_chemical_formula_sum   'Li5 Mn1 Co2 O8'
_cell_volume   140.53379506
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.24454400  0.50290200  0.38125300  1
  Li  Li1  1  0.75545600  0.49709800  0.61874700  1
  Li  Li2  1  0.24715200  0.49796800  0.87052600  1
  Li  Li3  1  0.75284800  0.50203200  0.12947400  1
  Li  Li4  1  0.00000000  0.00000000  0.50000000  1
  Mn  Mn5  1  0.00000000  0.00000000  0.00000000  1
  Co  Co6  1  0.49908500  0.00049800  0.25990400  1
  Co  Co7  1  0.50091500  0.99950200  0.74009600  1
  O  O8  1  0.39534300  0.23532300  0.55727000  1
  O  O9  1  0.86096600  0.21819700  0.82412200  1
  O  O10  1  0.35576600  0.22678200  0.05226000  1
  O  O11  1  0.86417000  0.22506400  0.28805600  1
  O  O12  1  0.13903400  0.78180300  0.17587800  1
  O  O13  1  0.60465700  0.76467700  0.44273000  1
  O  O14  1  0.13583000  0.77493600  0.71194400  1
  O  O15  1  0.64423400  0.77321800  0.94774000  1
",2
33996,mvc-14229,-3.1920452693472905,1.7552,MgMnF5,0.0300495207142841,"['F', 'Mg', 'Mn']","# generated using pymatgen
data_MgMnF5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.28557806
_cell_length_b   5.29977263
_cell_length_c   7.68188357
_cell_angle_alpha   99.56782568
_cell_angle_beta   107.12654823
_cell_angle_gamma   110.19719209
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgMnF5
_chemical_formula_sum   'Mg2 Mn2 F10'
_cell_volume   184.19044913
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.27677000  0.52301500  0.75278700  1
  Mg  Mg1  1  0.72554100  0.47885000  0.24509300  1
  Mn  Mn2  1  0.00164000  0.00091400  0.99858400  1
  Mn  Mn3  1  0.50151800  0.00084400  0.49969300  1
  F  F4  1  0.40127600  0.14949000  0.25001300  1
  F  F5  1  0.60177500  0.85095600  0.74843400  1
  F  F6  1  0.59797600  0.73981700  0.36955500  1
  F  F7  1  0.86125700  0.22220200  0.12386100  1
  F  F8  1  0.77307800  0.68742400  0.05666000  1
  F  F9  1  0.12682900  0.71180400  0.43654600  1
  F  F10  1  0.23445200  0.31662700  0.94401900  1
  F  F11  1  0.87652800  0.28763100  0.56322600  1
  F  F12  1  0.13521300  0.77603800  0.87100000  1
  F  F13  1  0.40742900  0.26235600  0.63123800  1
",2
38403,mp-754911,-2.3414364723659014,0.0,MnOF,0.0456408048611107,"['F', 'Mn', 'O']","# generated using pymatgen
data_MnOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.82005446
_cell_length_b   14.32606312
_cell_length_c   3.06228500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   96.51111974
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnOF
_chemical_formula_sum   'Mn6 O6 F6'
_cell_volume   210.09420923
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.05487800  0.99834300  0.00000000  1
  Mn  Mn1  1  0.00815700  0.33350900  0.00000000  1
  Mn  Mn2  1  0.96908200  0.66663600  0.00000000  1
  Mn  Mn3  1  0.52847700  0.16838100  0.50000000  1
  Mn  Mn4  1  0.49060400  0.49897300  0.50000000  1
  Mn  Mn5  1  0.45146700  0.83176200  0.50000000  1
  O  O6  1  0.20165000  0.93594100  0.50000000  1
  O  O7  1  0.33893100  0.10236600  0.00000000  1
  O  O8  1  0.26602400  0.76807900  0.00000000  1
  O  O9  1  0.30119600  0.43416600  0.00000000  1
  O  O10  1  0.71658700  0.23309100  0.00000000  1
  O  O11  1  0.67608100  0.56638000  0.00000000  1
  F  F12  1  0.19926800  0.27011300  0.50000000  1
  F  F13  1  0.16414600  0.60630500  0.50000000  1
  F  F14  1  0.69346200  0.89829000  0.00000000  1
  F  F15  1  0.85019800  0.05647300  0.50000000  1
  F  F16  1  0.81616200  0.39648400  0.50000000  1
  F  F17  1  0.77363100  0.73470700  0.50000000  1
",6
